block_number,tx_hash,log_index,fpmm,buyer,investmentAmount,feeAmount,outcomeIndex,outcomeTokensBought
15996444,0x1c9e975051c11472ea5b6c1a23231d3e6d81140475602407060afb8a9b00c8fe,106,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x4cc3522b689a6bf1fb4a2444c523e7776db47552,1250000000,1000000,1,1307001390
15996447,0xa5874eda7f5b959106f64c63f2b8e8b1b392db097b8fbd3998ee722df7ec7156,112,0xeece486cb81a7e2aa231e76dc7b7972a1b81e98c,0xeb914a1ccf7475232fa078f8121e9c8d2c4a4002,2000000,40000,1,1791314601
15996499,0xddf3f1cacfdb491f5685cf969e9f0f2e807ca5f0dc5ed626152c96540cc328f5,168,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xeb914a1ccf7475232fa078f8121e9c8d2c4a4002,1790000000,1432000,1,1871015723
15996584,0x10cfb2f986807e9bf692299429c182041972a4aaec16251c5d10334a7d94e0e0,111,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x4cc3522b689a6bf1fb4a2444c523e7776db47552,500000000,400000,1,522516974
15996609,0x9776e5d8e6dce20ae64b15fb4a26f10c63b5f0a2e1854604661ebad6c78cdc0d,315,0xeece486cb81a7e2aa231e76dc7b7972a1b81e98c,0xeb914a1ccf7475232fa078f8121e9c8d2c4a4002,1600000,32000,1,1348798473
15996949,0x7f2a15cfeae794d6032bb884569330dabeb4d026ecb01beda82cdd44656aac13,487,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xeb914a1ccf7475232fa078f8121e9c8d2c4a4002,1350000000,1080000,1,1410424896
15996950,0x0b0952f363fd0ca857d231fd03634f1595f8a613d9fe57094879f126d3b69515,529,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xd0d20e8edcd2d7f45bafd3a5e9a8666daf7785ab,2255025774,2255025,1,2366504922
15996951,0xa733e1e52eb21276c29ffc0fc0ed4131412041e6923ff120ac0f812fadcb45e4,413,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x4cc3522b689a6bf1fb4a2444c523e7776db47552,950000000,760000,1,992308978
15996951,0x3012bc94395a7f2777d8272ab28e0f99e0e2a684393f1ea114b1f8aa00d4b84f,707,0x51b93cc1b34a17efb9db0727d71b960c55891b48,0x577951ce1ef47962f7ec4485a5112f9cd777fd40,93149160,1862983,1,121846159
15996952,0x368fc9f9dbfe984be80fbf31a2d2cbe92435e94a2d0ff0b01ccec1dd26456c12,660,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0x1e8088a562278fed0c7558cc974bc4cd4b40102d,61760000,1235200,1,100003137
15997023,0xa5ce58f6a5374e4cd1b98aa31ca17d8b3f2c2c83218e71ee7aec22272c08571d,117,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,34632,692,0,100000
15997319,0x84fc3b5cc4acaed370635a284c5abb1aff48b4d2293eaa1b02e325bcd4c25dd4,133,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,13553246,271064,1,20000000
15997322,0xd2211085df181ef7944c46bdcb9b0b5bb3ae5b30cc968e80d4448c54a6fc50f6,479,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,13553246,271064,1,19793136
15997395,0xf71f1b17f54779c5015c44939c34ffdd35c695269e26c4e0d91ad2d20265d090,217,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,34843401,696868,1,49999998
15997420,0xaf4d3580e5957107fb145d057245ced4c7f60a44b892888bf308fddbd4dcf1c1,155,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,7290295,145805,1,10310000
15997494,0xdaf05153c95de608b9498949c135d8197d7883cc9b324ef12ff3c9842c5742ff,67,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,148015461,2960309,1,199999999
15997584,0xacbf0de0e8e3e37b834436996ff127b8eb1987f1594a1968495fb91c1ec4cf0f,738,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xb0d12dff789dcf015cc73973ee9d990d8e57a55a,200000000,4000000,1,228603146
15997586,0x3f20f50d1f7c1379b539b9632bbc9017cfa9279af90084fafad3b12849031be5,345,0x2690000e40f746dad3157f95848cecbe5857dd5b,0x7f2de588e3d990d66fef63bf2378dacc87a139a8,50000000,1000000,0,947259601
15997632,0xb9051d276b3245dcb2e631a267d74c1a7979144516cb3cbf4db36b86445d49f9,39,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0x7a01bdcb19254cebce340f514d363b21fdbfb975,500000000,500000,0,10229791210
15997647,0x36e1bb3a41066511b7f67441287da0a4ac56e609d34d94ba660b28c2f821d360,438,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0x1e8088a562278fed0c7558cc974bc4cd4b40102d,15480000,309600,1,24998764
15997647,0x75045c0713bc6cdcf48f2513788e39a2c889c8ff0c81a1513abc9c833e6fed79,540,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,80000,0,2297391823
15997732,0x60f6935bfc59ed3678989f36db9ec32b1ed8594f58f79f709cac26eb7e6d9922,582,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xe6bd64c70f6460154d3d549e0e995a6ff5b2abf2,200000000,4000000,1,228554006
15997732,0x0081b0dc91943b95882314c98b937af1bb2af494b55e1c745e42d38c21d43c2d,701,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x425045c67aa2f602a0003dc29d6375628e839088,571000000,11420000,1,589933663
15997766,0x1ba060e489df771e71bc29da71a20c1563b9c56e9bdd5702946238b66d11509c,528,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x425045c67aa2f602a0003dc29d6375628e839088,5000000,100000,0,227933168
15997809,0x085289c23149d103dc4035c4f4c6975514651912b7bd4ad8e64f0e8f5428fadf,9,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x7a01bdcb19254cebce340f514d363b21fdbfb975,3424905164,2739924,1,3571532566
15997871,0x59c00642aebd4d41887bdc67602a553c62ed920e9c16d40568eb4ebd787a190e,26,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,7133485,142669,0,169600003
15997882,0xf8fbdaf6cca6c1f971e5f6d33a283be9517e1b084f63eb08c01cefae81ceb354,478,0x76908fe238c47d6b0a864354c3e8e60e42c3d0ac,0xb53639dabc4cd6e430591a50e75b2f1eca9c3046,85000000,1700000,1,103327685
15998713,0x068a59bf28675cb67263c124ea18545849dc4742d3f72c36e3247eee2240e97c,532,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xb53639dabc4cd6e430591a50e75b2f1eca9c3046,289000000,5780000,1,330173956
15998730,0xa84da6ec16baae4e325f1e32caf1561c5e29c7c3e0da41c7b11c0bbe69f9747a,548,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,500000000,400000,1,520693624
15998731,0x86d753d8c3532378fd315bf8a588506be65f10dd81373c5fc316c1f74e52fb8e,775,0xfd8befe5fbbbc9f25f3d32252f1da8ca01670175,0x6b5510f8c0251a7131c7eda5091908f0eec9c60f,20000000,400000,1,22445847
15998732,0xc54db8eae3efae3aba652066df58e73c57d7df84bdda3dcfb570745ff657e09a,548,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0x402956cec020e043be8a15ce9dc93497e1c9433f,1000000000,20000000,1,1141685127
15998733,0x883e34e53d0176ad8dbce3df6d8b02a25cbfcbf8c238c727957d3f66c1756bd4,549,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,80000,0,2457423271
15998733,0x32c0b0efee3182c3a641224c0660c790bfcda3a25c4fa850804dd3994ca29a3e,664,0x2690000e40f746dad3157f95848cecbe5857dd5b,0x9454e62f1da067a4da225e05eaf1538ce50dab45,150000000,3000000,1,155101646
15998733,0xd6d4fa66c487f71eb2795e3f4dc9496e65ab63b484b95f2d0f1789a5cfc401fb,706,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x4cc3522b689a6bf1fb4a2444c523e7776db47552,50000000,40000,0,1220147961
15998734,0x11797d828eeb7226c62f8ee28fed20a7649bf1b7724e21c83c05d8389a37358c,561,0xffac089ba64b188b0da740b9f364c9f7f6fecfa9,0xe6bd64c70f6460154d3d549e0e995a6ff5b2abf2,200000000,100000,1,216265136
15998735,0xa478fec5fed4897f6598e7fc3664f345a52659fd8ca8a9ed5663a89a472c0638,477,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,10000,200,0,187994
15998736,0x219021d66b77597a26591acc8ae2b39c7622b2def97c9131d8187afcedb6b2f5,335,0x1a40fdb67928462b7f1bfc4501957d144b5705e5,0x07c4f39862e865e6f9d307f1df5e6c24367d2c5b,100000000,2000000,0,150589988
15998772,0x714fa297b20e2dd29fa3262bf0e441b19e511e93ed54cadeeea76c10f01aabdf,402,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbf66d87a5aae0de6c5019b03fea5e9ebcae40c9b,20000000,16000,0,486473781
15998785,0x7d5071243782a533039b10ec284a3bf45d23563068ba3c024b71785d23e07b78,620,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xadbab4f38ff9dcd71886f43b148bcad4a3081fb9,100000000,80000,1,104203739
15998785,0x4bb606a63959ccdcac319b7213b8d72219b2d142790480fbbdf8bfe5c9fa6ae9,632,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xadbab4f38ff9dcd71886f43b148bcad4a3081fb9,100000000,80000,1,104201963
15998836,0x6334ec66a26d7c766ee9bbb4cf5e68bb601a547320e79dbaf67bffcdf57a7f0c,319,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x09f41c082d73a8ede2593d4df53fad3cdc045801,55579226,44463,0,1348234479
15998837,0x06cb80972628ffb67c6375a3a2be817989d82787efeef0e3616fe166815fc669,279,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0x9f544de7553b54a4d22af3b98e13b79567b79fb6,3000000,60000,0,20822679
15998850,0xfe4576e230a78062cbc4f1f1ff24a913dc0a46129e359c69bbc7235fc1b95354,461,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0x7059109385f47040db8629032d7cf8b5b50670a2,333000000,333000,0,6547580091
15998851,0xcaddce631f0e5194e5c845769b65d116ca611697b1f93d01c4c4120614c3f75f,334,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x4cc3522b689a6bf1fb4a2444c523e7776db47552,65000000,52000,0,1579917811
15998851,0xa32813ede2d03260bda9e3bad92508c33fc0568f3ca332e8e135da8f5cf856aa,356,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0xbb90ad2434c27716e987f6318df47285c6ddffbe,5000000,2500,0,47146696
15998869,0x2eb5215975f48e044377e9661cd7ffc517fe90861ef801b4bef866ef7fa2bee5,143,0xe25fc2faa77cb4ec7312466fcc104edb02596831,0x4f70929ba287ac85dc2431c85382ccd9e6b0d185,10000,200,0,15708
15998881,0x05840d53f34b4f403a6a0463a8b867dcdd83b992ff3372fed6d060ee563410da,353,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,80000,0,2412151217
15998896,0xceb989d8d274a08acc15bd25cf60fa3a47d208d7cd65a7b17e2b7a0af6abed8d,308,0x76908fe238c47d6b0a864354c3e8e60e42c3d0ac,0x07c4f39862e865e6f9d307f1df5e6c24367d2c5b,10000000,200000,0,50755569
15998904,0x2bb3495b2d3aaecbf157adef0a617ce97ff067c71b18f0f00c45994580d9b7c0,205,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,80000,0,2390021430
15998914,0x60b4be0d4ca2f0ddd2d0aa9d7348ec867f66fb117767b7c3ead34a3b6bf64b6c,288,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0xbb90ad2434c27716e987f6318df47285c6ddffbe,5000000,2500,0,42705539
15998922,0xdd31a9d62c8a453c87b80f30d28f5e8d2d69f2ea667063d362565d38da2bb50d,183,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,250000000,200000,0,5880296006
15998951,0x42504e645816c9f45df46d862d3dafb214969851bfee6ccad15f9e0a7b921dbb,148,0x375beafdbd211c932c70613253554df9f7601eb7,0xbb90ad2434c27716e987f6318df47285c6ddffbe,10000000,5000,0,65738194
15999119,0xe11ec2274be4794c0020f6cc49d83c6b383967339027d949276ad903d6d20f9e,39,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x7a01bdcb19254cebce340f514d363b21fdbfb975,3291243791,2632995,1,3435232748
15999169,0x16c1fdf0d299b5ffe46d842768b779a624251119cea5a49d50345872c23f4680,413,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,80000,0,2437546068
15999182,0x9a03260929fac5f4c27b4f2672965156a4616bb1f9a2b8b9a3435f0f81cd8f21,179,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,80000,0,2415051596
15999187,0x64269b9eb02bb194e143b0ecd50e2b6af4ba707842fc7c86029ea8c48d15137b,94,0xe25fc2faa77cb4ec7312466fcc104edb02596831,0x5934f2b087df19b588623979182be5b28efa4cc0,10000000,200000,1,25993271
15999203,0xa7c4953a9ba3ec49661d2fb25018890b662dc1cdd1d79a3c9e00bdff04e3edad,281,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0xbb90ad2434c27716e987f6318df47285c6ddffbe,5000000,2500,0,38931182
15999203,0xa871b608411a24bc3406475584047fed401bb05a5d2237c32b67a1f9e7e0950b,293,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbf66d87a5aae0de6c5019b03fea5e9ebcae40c9b,20000000,16000,0,480339527
15999215,0x549b7cd14a0f241c0ec1e3c0c399f0b076adb5c7f013782efc77aa16bb3ac13e,105,0x0516d8d671cf149de8aa4ee1c4d30da4afb4e0db,0xc4f45f67f80c7b76bda15a9c3450cddaf942de57,50000000,1000000,0,110062136
15999234,0x82f8172d6723ae3bf1d7354fc50bb0865e3cb2eee5a845cbbb8993f57c7af822,326,0x1a40fdb67928462b7f1bfc4501957d144b5705e5,0xe6bd64c70f6460154d3d549e0e995a6ff5b2abf2,69000000,1380000,0,103772144
15999272,0x0b658f9b68613019b23d36c6d488d2ccbcbdc71aa048ebefe094a3161285835f,273,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x807a2d05e30d6bfb643a415437d4938c7d3e1d70,1000000,20000,1,1005201
15999321,0x5f62c1d79f5ab4774bdcca7a9fd72078f9aa15fb5abe137120be83c17f0799cb,551,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xbb90ad2434c27716e987f6318df47285c6ddffbe,50000000,50000,0,963282538
15999327,0x395c310b350b7733709f616e28fa7358e01422dc58e8db8a757a8540f516f413,9,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x44e960934b5c09aa544d178ff653e0a41ff902e4,200000000,160000,0,4755176750
15999330,0xa0af73b667c1db83fea111df8598284199a0cbaaef7e0f4939b914686d48034c,215,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,80000,0,2345210609
15999363,0x13c6eaa25e09b5289fa45b5c524005dd91fb7d58b87d16e866589f6c3c6d0abf,68,0x2690000e40f746dad3157f95848cecbe5857dd5b,0x7f2de588e3d990d66fef63bf2378dacc87a139a8,111000000,2220000,0,2076083705
15999480,0x0c7f9fa554e298cdc825eeb18e3d90705b184875fe2d59daadab065723cb480a,184,0x375beafdbd211c932c70613253554df9f7601eb7,0xdfb88d7769c258637715d3325754cbec9e884bce,15000000,7500,0,94765372
15999578,0xf4b3c5da88b96b07c4ab42a3c532c21d0847c5f7b5eff83a790f55cda3d2b960,114,0x2690000e40f746dad3157f95848cecbe5857dd5b,0x7f2de588e3d990d66fef63bf2378dacc87a139a8,33000000,660000,0,595651157
15999671,0x9497272cc2531c3e9f1b066148b9217a4ae954f08634394928a3b9003584a2a5,272,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,100000,0,1911440760
15999685,0xd5705329a7d9667b5614720d254ed4412f9ff0831364b80e5bbf58219f30c3ea,218,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xbb90ad2434c27716e987f6318df47285c6ddffbe,100000000,100000,0,1891551756
15999698,0x53cf27c639afc41e02dd6d8969a02aaffdd7a45015266edac237f8d936799ac4,276,0x06d735f3f0a6e6da6d001a96e6a524da6eb07823,0x6b5510f8c0251a7131c7eda5091908f0eec9c60f,5000000,100000,1,6169032
15999739,0xf80f730139e7bc13f5388af08beb86d8045aed0260d7c3420bc9bb2b7574bbc7,225,0x0516d8d671cf149de8aa4ee1c4d30da4afb4e0db,0x5934f2b087df19b588623979182be5b28efa4cc0,10000000,200000,1,18387814
15999752,0xcf25bf5bf10ac2c42b07d0a3d0d73fb7bca75772d9d4fe6bd5204c429870ee9a,237,0xa19c5149ac635190729552346f2b85e56dd5de0d,0x1e8088a562278fed0c7558cc974bc4cd4b40102d,26430000,528600,1,49995815
15999787,0x0e9248f83e3449e9c794159dbfeed68fa8293499d93b9d58bb11b9c3edf8edbb,62,0x7d362c6b397b16d0fafeb07ed381293c83d4bc7e,0x1e8088a562278fed0c7558cc974bc4cd4b40102d,42260000,845200,1,49996081
15999954,0xa5711dd14842b4051848a8b08d79a9d55c9fbed8c626964d74df4cdc7d6c5c09,170,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0x2b71bc97507076a80bd0000cdb134e4fc3041359,200000000,4000000,0,490974060
