block_number,tx_hash,log_index,fpmm,seller,returnAmount,feeAmount,outcomeIndex,outcomeTokensSold
15993188,0x35ee42f621e049303377bcf555317bbc416f0fd41faa8b728e1ec586fc8b7a0b,252,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x932e564acc849074725204b8925ecdd41ec06903,99035198,79291,0,1999999989
15993209,0xb362463951c992d5401e7c897e1e4b806c9ee97ddad3f760efa192222a495f60,275,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,53956513,1101153,0,1060999985
15993215,0x4253e3b8105fb31720cd886865e60d3b6ae52e8af930ac5fe94a4c53cdf84194,185,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,96413665,77192,0,1961413455
15993234,0xb52e4591dec13441b270712acd05149ed8031588cbd88a31b33dbf20265f8422,350,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,32159909,656324,0,644999977
15993254,0xc2c853009264061dee0f6b56991cb3220138cf3fa66b6214fa03f55b245a2b80,216,0x4a740a0d4bdd77060765b972423d04fc8eee6100,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,34690593,707971,0,1691899966
15993263,0xc938d1c23289b497cd1919f9d9d104e09a471a70c259afbea873c407d4c312fd,265,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x29f638b0d084a7a54200dcb0ee5ffdcd12b9906b,7648345,3826,0,70000003
15993272,0x6962c4f195d6e56c2ae5129934b8db0af7582825dfbd51e7b198a676fc4342ba,216,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x29f638b0d084a7a54200dcb0ee5ffdcd12b9906b,2940200,1470,0,29999989
15993289,0x536c724ad997d43c04790e8ccca42e5e01285695c431ef683280348b70861f94,259,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,95638257,76571,0,1961413984
15993290,0x5e2b6cad5fa253d81ff8ebbd57287f730744100d7cbeb7364a994b77e6d20752,274,0x4a740a0d4bdd77060765b972423d04fc8eee6100,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,33704306,687842,0,1733129944
15993319,0xc7fffda0c0fc2005c32babe466ed5e76495e4fe86e123dfa187459ef99a9cecf,416,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x29f638b0d084a7a54200dcb0ee5ffdcd12b9906b,382231080,306029,0,7999999983
15993327,0x807383175c999b27b87dc14b7ea1c9994b5d0a311afa81af7805093e278dbcec,197,0x51b93cc1b34a17efb9db0727d71b960c55891b48,0x5782544b5f3fb59e306bd210f132d464d057fc36,22364640,456421,0,89825666
15993376,0xa9d711dfd6b8c06dd6ab43ba8fbc98a977bfd9626f91272b3542990a7a35952d,380,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,91834099,73526,0,1961416665
15993437,0x079fdf01a866f7647ecd4aa89a7ac54930b046e6d549829950dd94c2ce906643,158,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,90118961,72152,0,1961417887
15993586,0x107d80deebf03ea50acff2d15be4db0bfb459d1e16e36e01e931d5f695896a59,23,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,89414583,71588,0,1961418393
15993615,0xf28fe3afc6c7175bbce79c0f8a072fd24e2372a7e0f7abbc127b5459342c4886,271,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,88718042,71031,0,1961418911
15993868,0xd49cda2b0afe12f89415a3cd3ac8c8fd8b3de77f74029f06297b37f3b6c2ed47,32,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x7a01bdcb19254cebce340f514d363b21fdbfb975,102445317,51248,1,115201484
15993937,0x321c2ee4853019ac968bf4f401904d882c258f0890e34a5408679243a4fc61a6,668,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,77895282,1589699,0,1489999996
15993965,0x1afa3abe5d28856e02f0901871be10f5f897929d3bb00ffa6c94fb78c19a7c5b,283,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x29f638b0d084a7a54200dcb0ee5ffdcd12b9906b,8625670,4314,0,74999993
15994108,0xb6b3fda29129220b09e3b64ee3e701f1d4ad192eebf14b62dd1888d266f927d4,62,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,43252922,882712,0,850999986
15994138,0x995be1fd33343e4b4238ee16ee2eb8b78fe67ba3ad80266a6a46e6461bcfb903,294,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,21520917,439202,0,429999995
15994385,0x0ea72a09447cd58a627b12e3c1b4a34d434af1826a310713919fed0051fd054e,442,0x7b4686a753e0e5a4e38957b9763a0e44d64f91d2,0x687349b551df31c4a330bbaf1519458cb521d9e5,61786648,1260952,0,250072773
15995311,0xf4add03a3b79d5d43e09efda93b9e1094e468617d96ad1b9600359058865db27,75,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0x44e960934b5c09aa544d178ff653e0a41ff902e4,131413526,2681908,0,299999998
15995440,0x7a20296fd9e976ec3fd7023e0900ae008adc6d453544adfd8d88838661a0f3c2,515,0x11eb79c7a18259bfce838021bc49a005974f06bf,0x6c9264336622411ea73283e7624bb2a6e00b1322,16239491,331418,1,299999999
15995508,0x58817248cc23ffc44e438a96f13764723f403cd38447904f4f4febd3b364608f,277,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x6b5510f8c0251a7131c7eda5091908f0eec9c60f,1073396,21906,1,1657256
15995508,0x8dc1cd08459ebe44d66846aa6ad6d28e400e9b27411a062239b12090b7345141,723,0xb4bb481aa3e7925384619180b71bbc482420c9f3,0x7789806c754eb0af4c3abeb026c218b4ba78f823,3397,69,1,99979
15995674,0xd11852dda5b6fb2eaa7d64de1b6d0be343be24e551e61f027d963c974d82275b,761,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x29f638b0d084a7a54200dcb0ee5ffdcd12b9906b,8316245,4160,0,99999994
15995678,0x6b42a9fcbdaa69a2c592a8b130399f37683181f32adc7fcce346a7a7f820781e,7,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x7a01bdcb19254cebce340f514d363b21fdbfb975,152118983,76097,1,167142155
15995749,0x0a653edcf51242505270f4a27df491e71e390303195a5c8c1950b4ca64bf44b6,102,0x11eb79c7a18259bfce838021bc49a005974f06bf,0x5934f2b087df19b588623979182be5b28efa4cc0,4950786,101036,1,99999983
15995759,0x2ca6cf3ba4dae662e920ebd2a6fe6b34cfd22302f3d8876da8bc8b9a6e452cf2,488,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,87013221,1775780,0,1671000007
15995789,0xf4595c0944496f8f27f5f9e407dacefd5de677cfa4fe95392e94da589cde5f52,486,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0xeb914a1ccf7475232fa078f8121e9c8d2c4a4002,567108014,11573632,0,1362999998
15995805,0xb9f1d464b4e14ed8671c05232cbc62200b60b6e102a0aed5005c1a19c6be99b8,393,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,32601792,665342,0,634999985
15995848,0xf945646f5bce0de6f2ea15d7df17a8eec3b81230b04bed9f5b3484ca798daf4d,281,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x29f638b0d084a7a54200dcb0ee5ffdcd12b9906b,9789025,4896,0,99999985
15995851,0x158d64f502f49c44858fef05bdd381abc9a0b064fff5dabbc294b2892e0afdd7,25,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x7a01bdcb19254cebce340f514d363b21fdbfb975,121646489,60853,1,135357216
15995877,0x911be12172dd3aa67b4f285da3502164c09c4ead1092fa0f0ddb53c7b276beb6,279,0x656db0178f9bcb3f94864799950fb7e2d550e89b,0xcc2d99a9fbd62e7a703f995faaa8b2b377a78e94,1312230,26780,0,49999973
15995967,0xb96e9254820cbb73101ec91f8ab6d9c5d8677398a86a97f4e725043c85d0fe7b,334,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,35873715,732116,0,709999982
15995969,0x15a7127f1ca18f87d86979627bc950a2208b1c1492339c9c9300c96b4ce00335,719,0x517b5b9eeae89eb11c372ab2a39fe53ab68d22d4,0x37ed804f6e56ab691ad6c77d78dca41a505e13e4,101952011,2080653,1,910490095
15996021,0xd833aeb3b05695ce72f512c69d5e4bcc4f11179d61630c78d5ce1ceb430b54a6,133,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xbb90ad2434c27716e987f6318df47285c6ddffbe,142662539,2911480,0,1000000001
15996021,0xe3814753171b38ba6c5446bf338f17d5dec675512b83880f6ac6797c933697ad,143,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0xe46503c255c0354d6474db294837badbf149080e,79147087,1615246,0,199999999
15996031,0x2975efbc2f068008536b2e850279c439653effad216cdae0a4bfe0138aae90b5,132,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0xe46503c255c0354d6474db294837badbf149080e,78123722,1594361,0,199999998
15996038,0x97b5b9753f50fd8096c4c0fbe4114f14e8a1cf2c5e52a56021e12dcf47026eba,710,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0xe46503c255c0354d6474db294837badbf149080e,38680193,789391,0,99999998
15996125,0x70c1809ac9bc82972579725b9435c6d47c58918e3bfdc42947b43fa72e4e04be,337,0xcfd769748c878469f474803ddc7062f0841d1036,0x5934f2b087df19b588623979182be5b28efa4cc0,22919366,11465,1,56885711
15996146,0x9ac53db82b7d1c8e5e6fc781a3f34650affa4d2cfe577ccb4481628fd5972088,314,0x2805113522e4b70c38da73afc52f24e00ce5adf3,0xeb914a1ccf7475232fa078f8121e9c8d2c4a4002,78060309,1593067,0,122999999
15996149,0xa0a0cb4f8fcdf516a3b762a6ba43eefcac398288e357fca3887c46b7ad32f84b,460,0x2805113522e4b70c38da73afc52f24e00ce5adf3,0x5edae95bc63178c2654e20f9ec00d9ad1df471cc,94946887,1937691,0,153764471
15996171,0xe598b1a430ab74013a6481bbf632e3be95e1142ab1c70643c1f96ecf1215d08b,275,0x4568e4dc02ab786893f3f97c16e31faa836c8958,0xeb914a1ccf7475232fa078f8121e9c8d2c4a4002,684167,13962,0,1764898
15996213,0x8310ffecced39846c1b3eb12557a5481fc9326569c151fb6f4f6e091df5cb707,237,0xa7ea8f3508b04505f3ce719ba290af03cbdd4cc1,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,27127902,553630,0,99999998
15996292,0x97a22386e29b00f32896d5233001156e6f9c91d96fc9c18505176338842fd88d,287,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xbb90ad2434c27716e987f6318df47285c6ddffbe,141853928,2894978,0,1000000003
15996336,0xe31b0778b10e8e0b8e852768fda93239f8aeabdad29480c52d092e5014e9dfcc,161,0x2ad1254257d84b426688baf96941eab62af3d003,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,664499,13561,0,77999976
15996404,0x02a8e12aa07a141f2983c6efd165d74f11c742dd3a0961fc4b489b542c3ae60b,116,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xd49c4579bbc25d1d1a26a1976c9576d806c98150,141051019,2878592,0,999999993
15996467,0x93f67911a16983c25f10ed7cfb96befecc0e4a41a9ad47c6a05ff864f47d5b5e,85,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xd49c4579bbc25d1d1a26a1976c9576d806c98150,140253774,2862321,0,999999988
15996490,0x61fc79ff5c5157207a1d8446152d5ae20f0c7289f62e2036b363e41c75b59892,121,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,8842058,7079,0,199999986
15996503,0x3cca01969f845a6f13bc7487f50a46a60051063382aec50467d8e1f7261ccc3a,126,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xd49c4579bbc25d1d1a26a1976c9576d806c98150,46454613,46501,0,980931772
15996588,0x9b6d0dc517085b287aabddb0580d0b369e841babf6b53114d190ad5a13c375a7,159,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0x2623c431bcac6985fddd09ebbad1b603a94d0ab1,4713930849,4718649,1,4956080358
15996609,0x4615e0a988e4e099f4a88661df561af201e5fd6c0012cefa5980df621bbb4afe,77,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xd49c4579bbc25d1d1a26a1976c9576d806c98150,33235902,33269,0,686662344
15996638,0xaa5778de3f1140d3ad83ac88db11a13667d2947f6d55d23667d67619b5a52845,684,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xbb90ad2434c27716e987f6318df47285c6ddffbe,21867935,17508,0,499999990
15997024,0x09087231261121fbb291e5819c0b3d8a6e7e455eb27a83d66eba75363844d3c8,272,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,46681010,46727,0,980931638
15997589,0x9f0d5944022f326cdfe08658ae5d0c7470f7a0f8d950020176df2de56f922af3,36,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,10237925,208937,0,49703034
15997647,0x44649efabfddbad2ec389325a93f419e2a19c3640a6fa8d9916944595626fea8,575,0x4118072ea93496b4e09fca65c85bb4d0ca5ec4f4,0x6b5510f8c0251a7131c7eda5091908f0eec9c60f,1668682,34054,1,8508354
15997677,0xcc834b32c9e6bfe96e391a4207b1e4489aa902fa7498505fa171c1cf5cc405eb,183,0xa8b030aece20f8254da182e3a45e73a0934a04f6,0xb5fc4d5388952dc7a798fe784fe659f9a20e5ca4,49041649,49090,0,980930603
15997701,0x213c9eef6529312513c92f5a046af7bb29486ee08d52ae2e7596b81c2d679188,43,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,3266523,66663,0,19892742
15997766,0x84938c5802c306753ccdf8857ba184a0f1bf91cc5f3d122938f9f0a3f62c3aa7,464,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,65004773,52045,0,1493723205
15997803,0x66cb0dbeaab15f1ad96379dc61045f4c1338ea0f8bf31347327c4ed42591300b,30,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x7a01bdcb19254cebce340f514d363b21fdbfb975,390978894,313033,0,9152084676
15997869,0x9c52e4a805025251b94a4faacc4c2f210ac13b895f4a8f45412adfa07af0d4b2,37,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x44e960934b5c09aa544d178ff653e0a41ff902e4,400459500,320624,0,9804607139
15997919,0xc7299d06c56e24deb2a4747df6723d1916bef798caee1a27ebe2b21f89e8bee3,125,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,5,0,0,88
15998131,0x7fb2480186f2e347139bc179654274f734f463455513d6f04fe9260281310728,33,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x7a01bdcb19254cebce340f514d363b21fdbfb975,33378179,26723,0,832156641
15998498,0xe97a822b2467493bccd2addc041aab0657e1fe06aab1d5959bd1a64ecb65d9ed,104,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x7a01bdcb19254cebce340f514d363b21fdbfb975,3257865612,2608379,1,3397450841
15998731,0x293ef4989d53e37b87ade3bc1837cc0035bb40a78a2cb1b960ce56853a601814,69,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,1314389,26824,0,24867504
15998733,0x44af52b02e58b94f724eb64880729591a0f86fb60192341319e7ab119260b506,388,0xcb513d589d3e3b463788fb2b764b7d5cd3aaaf3d,0x29f638b0d084a7a54200dcb0ee5ffdcd12b9906b,5314117,2658,0,49999996
15998736,0x47f89534087fea0289a84f19723a0c950267e805fd028b2ffd70425757a1b1cc,322,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x425045c67aa2f602a0003dc29d6375628e839088,8399366,171415,0,187600530
15998750,0x4f353b081409ee401b012682957d2d531ecd2a7aa44bf57ade3de6cdc7dd987b,82,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x4627f92f71d1b997abe7f736fa15b73fd5516288,980864,20017,0,24873040
15998791,0xcc63716d96cf82b62562e5449d5dcefafb89912cf671e0c9b34d3c88cdb8a6e5,469,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0xcca48ee914d00db2779e8a6d3b6bfa647fb41f0e,21411148,436962,1,25439501
15998792,0xa1ebafeb4b112ad4e2000b3d326f9f1543bfc51f44238a24e4a42cdb727c8c90,399,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,43305210,883779,0,857249892
15998851,0x0e163464a47f93f5e3d5785b351edf16e9d9fd4134776f2526f84856f342c744,321,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x6c3aae17140c5e3cde62380daaa323e38575c459,81704889,65416,0,1987585063
15999138,0xc84cc90d1e4c8c3b9dc8877e73248cfbf9fd830d6e05edd560b4f03d539c5aa7,187,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x932e564acc849074725204b8925ecdd41ec06903,13944373,284579,0,450662063
15999154,0x430dfd640e82e106ab35435f24625ce48d2736693ae968adbe4893c7fab9e5a7,330,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x6c3aae17140c5e3cde62380daaa323e38575c459,415594749,332741,0,9999999987
15999195,0x6411048e1e705c263753a8cc14d20ed832f7bf7cd10d3b338689eb0916d4e7a5,154,0x656db0178f9bcb3f94864799950fb7e2d550e89b,0xf6129c47f5ef4cab25f3aa67b5e3aaac77b15700,5138604,104869,0,199999976
15999203,0xe75ff86a6edc4f0dacf26714bf74b9a0bb2df3822e32d2588923b29782dc87ce,260,0x2805113522e4b70c38da73afc52f24e00ce5adf3,0x932e564acc849074725204b8925ecdd41ec06903,18452895,376589,1,49999999
15999291,0x52abd24b7d0e28e2f33ee60f6f80f8b572d3145618037cbf6a67dfe49593d883,312,0x392845b73fe8975cb2bdf9cf09af0811fc6ee9e4,0x52b778f39b2f97aa3f826dc53e7ac48a10535bf9,10891490,222275,0,1453339129
15999321,0x825a7eb5071aaefb0009bb78331fdc2cda3030d3e5461e0d91bddb146dd447c0,560,0xb4bb481aa3e7925384619180b71bbc482420c9f3,0x346e6264495004ff771285fdbf7f59c28cabb0ed,34994311,714169,1,1055377879
15999333,0x70cf23690e9b9b60d4bb78cbb0f76820aab75d94e7b6353c67a1ed00522032fe,212,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x807a2d05e30d6bfb643a415437d4938c7d3e1d70,7985438,6393,0,186792148
15999345,0x3395b4a92bce109f867405a36fa4e866cf5e8566ef5f2320dee254b635d944c3,461,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x807a2d05e30d6bfb643a415437d4938c7d3e1d70,72945,58,0,1706916
15999480,0xf627049d749e78dcdac48c6622086d6114f6147c66ae70b4321c1c11197962d1,193,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0x7789806c754eb0af4c3abeb026c218b4ba78f823,69090717,1410014,0,499999994
15999492,0xcb9455268697e1d049a44e66acb23a9ea8dcb38897a745cdf7252118cbe0da97,229,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0x4f70929ba287ac85dc2431c85382ccd9e6b0d185,680316940,13884019,0,5000000000
15999552,0x3673d03baf00c2460f19830f250865ed13f21d7ac69bb7366c728ca7dd66af5b,22,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0x44e960934b5c09aa544d178ff653e0a41ff902e4,399151501,8145949,0,2999999999
15999563,0x2dda9d49b9c7f96579127f0e389b8ad30480914ad222e1cf1427806bc1432b08,321,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0x4f70929ba287ac85dc2431c85382ccd9e6b0d185,1283526874,26194426,0,10000000000
15999574,0x671d64e40dc3f89597cb6c963a6575820eadd144a83ddc3481cb5e809d5481a2,107,0x514e63f5cc8a03d4afcef8c67770ec733409171d,0x4cc3522b689a6bf1fb4a2444c523e7776db47552,208286862,4250752,0,1676077332
15999588,0xbdb18685c9b5a155dca60d6d1a26699385b46682782b5d47f1a3da0153cfdf4d,168,0xb4bb481aa3e7925384619180b71bbc482420c9f3,0x346e6264495004ff771285fdbf7f59c28cabb0ed,10429427,212845,1,324684333
15999592,0x9ea0c05b9c424eb5b3b926288538763be987454cc422f2bc254bdad9ad0293c4,134,0x0516d8d671cf149de8aa4ee1c4d30da4afb4e0db,0x6b5510f8c0251a7131c7eda5091908f0eec9c60f,3412701,69646,0,7340254
15999714,0x9de86485d5d842405e372260d518f36a843367f5bde0473005d35015e54f83b4,118,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,77283433,1577212,0,1469999979
15999732,0x382919289a8fab25a31f6a69335fe66af133e75716510e7d0a11f5986e256cf2,240,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,32542563,664133,0,636999981
15999765,0xbcdc25dcf1c3814011d2443ba7284a0601db33d35512ffa68b855533ef804a20,354,0x2690000e40f746dad3157f95848cecbe5857dd5b,0xaaf4acafbb7980ce93631d238eb10a5c4ca67883,32232285,657801,0,641999995
15999914,0x8983572e9e2e0abaadbe93b40029da8c0b440b7b24633e06757faa4c77ad808d,122,0x9036e8c496dae179d844dd007bcb65c2f01fb811,0x72dfe24820a5aa4037c7f746fd27f433e973387d,8543601,6840,0,199999987
