block_number,tx_hash,log_index,stakeholder,marketId,indexSet,amount
74990193,0x1c9c71e425587cb50a9d42a92cfb872759caa0cee5c93f07dca79aba19278d1e,650,0x5ecde7348ea5100af4360dd7a6e0a3fb1d420787,0xe14500a62f39f74d657364c5d07f6a9affbe2470d24cbb97adb1e15528b74200,1048578,1000017546
74990233,0x33ed7704dbcef098d8ea60af667e273016ae246f15bb9ec791b3fec1a869e0d6,326,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,64,200000000
74990259,0xc1755899d51eb0d87df5e328b510d4446b670d596c363cedaca7e0737667ecf7,176,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,124,6090000
74990266,0x793de0c9ba9195de3b81356774b4913472af884045657778e89dd884dd6b2412,705,0x2a315a8d15cfde768bcd47ba5cacf3ef5894f2f0,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,127,40000000
74990270,0xd992a30e4dce03dfbe65438b6d0766539977cdf91015727fd03081aa26a294f4,359,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0xc0519374f3bab912cf21f8bdf511657c5db230062a3550eebe85f5eb93217700,6,11000000
74990270,0xd992a30e4dce03dfbe65438b6d0766539977cdf91015727fd03081aa26a294f4,368,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x6a2eeddfe94cdb72bb5b9584604ebab0746242af1cdeff15a4fe1a0dedd9b000,6,127331598
74990270,0xd992a30e4dce03dfbe65438b6d0766539977cdf91015727fd03081aa26a294f4,377,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x45927068fb8871457cfd4eb65eed17f36a933f32350e41fe752f28143d52a500,6,4290977
74990270,0xd992a30e4dce03dfbe65438b6d0766539977cdf91015727fd03081aa26a294f4,386,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x3851180574abf8fd3cbd2daa0528575a689924eb185a0444a57137c801d86d00,6,4000000
74990270,0xd992a30e4dce03dfbe65438b6d0766539977cdf91015727fd03081aa26a294f4,395,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x23d904292eda12e1af549f115530f20357d055c43b1f349e669efe43d3c3e300,6,3703702
74990341,0xd0e4ce9e60e0a8408833000edb2306cdd2d5a18b198d8a67e1d1919732584a53,489,0x7740253843b20007a4c99c3766878351002acbcd,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,88,8000000
74990366,0xb9d66fefdc3794fc42ae984ee966b37bc4ea48ad25ea4e18a7655c9ca6b9b20d,1071,0x2a315a8d15cfde768bcd47ba5cacf3ef5894f2f0,0x11e9a09023ace3097de216497c6fc01a57a57d63df7370543f288b40251dda00,1073741823,10000000
74990704,0xe46bef6bcff8d29cf4242d6c451d31790089808c14fbaf5ff134db60fb20bf66,786,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xe156e2bf5ed9660225915ea33eb3720a8e4d0519408701509500eb8efe16a300,130559,51000000
74990716,0x6516a8a27cec0554d29d56481ed4681c160c1552e1864232fd90dc253caa8394,375,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x40a82019d6137f329d0c0c994a3588b6439e98a1b4ff69ba9c9b1a83db2b9000,15,8690000
74990741,0xf9484afff5ff3b30e85baf20ce172d25fed9383c844e347e04369c6b6e2ecf58,371,0x7740253843b20007a4c99c3766878351002acbcd,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,72,16000000
74990810,0x74ba550abdeeea69bb348cfffbd2ed0548bf65557b364bf49f8df8cbeac95d8c,397,0xb976d74f29b41abd6ed443aea544f397a3bf484f,0xd2c3fa51f46c7bc9c3c9d6af3228a025d384ebebfa7080d62c425ea885d01600,262144,587000000
74990825,0xdd8a4f07f6b47451dc6734eb81c58acdf23d8db807081d409087306cde731fb5,457,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x23d904292eda12e1af549f115530f20357d055c43b1f349e669efe43d3c3e300,6,74074073
74990825,0xdd8a4f07f6b47451dc6734eb81c58acdf23d8db807081d409087306cde731fb5,466,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x6a2eeddfe94cdb72bb5b9584604ebab0746242af1cdeff15a4fe1a0dedd9b000,6,82668402
74990825,0xdd8a4f07f6b47451dc6734eb81c58acdf23d8db807081d409087306cde731fb5,475,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0xc0519374f3bab912cf21f8bdf511657c5db230062a3550eebe85f5eb93217700,6,53000000
74990825,0xdd8a4f07f6b47451dc6734eb81c58acdf23d8db807081d409087306cde731fb5,484,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x45927068fb8871457cfd4eb65eed17f36a933f32350e41fe752f28143d52a500,6,77130000
74990825,0xdd8a4f07f6b47451dc6734eb81c58acdf23d8db807081d409087306cde731fb5,493,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x3851180574abf8fd3cbd2daa0528575a689924eb185a0444a57137c801d86d00,6,50997658
74991108,0xda5a41f01775b0aea1c3ccfe33f3cb4018c76bd2c277c9aaf9c70ed06ffff390,515,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,223,100000000
74991148,0x32224d3040e50f0ec7c707d22a0dcd495add0d568b5072f0d9b108786d59e6df,708,0x7740253843b20007a4c99c3766878351002acbcd,0x51a3b9f29275310adfa309e776ed7a398ac0e5f05d02a3f42fd1e5fe6043e000,72,113464829
74991349,0x8e019e29d3741478e71f1b4ccf28b756bc65ca601e35a832c343ca0dc6b0c5f6,594,0x8e9eedf20dfa70956d49f608a205e402d9df38e4,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,64,100835240
74991357,0xcc453f55e02b4934fe68f7fd40c3547fb5b31333259aabf9b8ead1aa0c4af893,627,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,31,69000000
74991367,0xb2c3419a8841df6fc99d221295f0a0513e53508c2bfce8333790a70fd11c865b,494,0xd218e474776403a330142299f7796e8ba32eb5c9,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,91,600000000
74991370,0x6b564bf3ac82101e31d93016c4a5979c2e74ac157dbfbd60aea59aa7d0cf3f21,419,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,50002286
74991371,0xec907862db6531eddf8c9d1bd96ea3dd71c0229a9508d423f4c6e52c1b8339b3,726,0xd218e474776403a330142299f7796e8ba32eb5c9,0xa5e70ee6c9d6afd5f88c1c8281a64d659233bf4588785142e5ae07e1dd970600,15,1400000000
74991374,0xcd0d4dd5b92009fa4e77b74befcf5295f25e2e67352a93110aa5b573f6f4b094,383,0xd218e474776403a330142299f7796e8ba32eb5c9,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,200000000
74991378,0xb20244524076789b7889039dcd2344c27047222dc50a98d7f756d83ada55a04e,419,0xd218e474776403a330142299f7796e8ba32eb5c9,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,700000000
74991383,0xd70e879b8238e4b9c2de1fc5b551c3ba0110ed76bba1f37f83954a4ceb588c0d,373,0xd218e474776403a330142299f7796e8ba32eb5c9,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,27,100000000
74991459,0x423ea22d1f68c7b35da471c8deeda3d672561a29cdabe7a36af4c470cc306eab,439,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2047,74690000
74991475,0x88c971d7a8eeb14e58f7d222708cf9e6874d5011580546f3c806f07cc3e87d1d,441,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,1527,41000000
74991613,0x85f52e421e7803a301e7b8a4d82257008a6edb60ebc3dd38b6bba5c4348b138f,451,0xd218e474776403a330142299f7796e8ba32eb5c9,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,19,2000000000
74991647,0x4874ff1cde600212890a197c49cf01d03857c85cbe30b8cfc352ec079fd01e7a,567,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2047,18590000
74991661,0xffcff81931e91d3f6cf776399472e74c6edc7fbac1b0840f84fbcdf004f4dac0,430,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xdd04589f3f48ac08dc54b5ade17d97ad255ed2850778c961f0cf8cbb5a908600,127,138000000
74991802,0xa19d65d2a714ef622009451e5b33ea35c4229fe44de5084c92514baae67e7d3b,409,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,100000000
74991839,0x919fbbcbacd30d7a92b93db59dbd96efcfde888a3e2dbece5b1edbd35ace8357,322,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,0x03d055e2576326e84da8eed59751b82dfef17b58893aee73100d69a77f72db00,2,200000000
74991875,0x60c0d33521b8c4ee772b01f0f9dc7a8010e8450ecca5d882f47d963a4e16ee27,454,0x55173bc7f6e52f45ec05fd14fbc6f34e81b6e334,0xe156e2bf5ed9660225915ea33eb3720a8e4d0519408701509500eb8efe16a300,131071,48000000
74991891,0xbefa08970ebc2957d4f647b5646b62fce7a668f43c85b481a9982da33a3c122e,478,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,1024,480000000
74991902,0x90f05cad13ad9c03713f3c01f47079cf12240cd3fa227e0eaf5399bea15289b6,94,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,1509,73810000
74991937,0x85274ca354ca0f006e817711617f78638616b35b480443ae0330f5790b8f340a,330,0x55173bc7f6e52f45ec05fd14fbc6f34e81b6e334,0x11e9a09023ace3097de216497c6fc01a57a57d63df7370543f288b40251dda00,1073741823,72000000
74991955,0xeb97cba8838756558a50c7869dc675ead990bd416c24d1eb9cebdaf4c322a3d6,386,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0xe2f5a8fd77797c65b71222fb71a362c995e4c52d01fd06ac04cec756c2f53300,6,250000000
74991955,0xeb97cba8838756558a50c7869dc675ead990bd416c24d1eb9cebdaf4c322a3d6,395,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x23d904292eda12e1af549f115530f20357d055c43b1f349e669efe43d3c3e300,6,73000000
74991955,0xeb97cba8838756558a50c7869dc675ead990bd416c24d1eb9cebdaf4c322a3d6,404,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x6a2eeddfe94cdb72bb5b9584604ebab0746242af1cdeff15a4fe1a0dedd9b000,6,80000000
74992101,0xa8d3b8ec28b9a26342fc437018b0a2754efd767413a74e5603d6af0338d25f82,461,0x55173bc7f6e52f45ec05fd14fbc6f34e81b6e334,0x11e9a09023ace3097de216497c6fc01a57a57d63df7370543f288b40251dda00,50191359,24000000
74992448,0xac53d76dc2de89870d549628b5db808f934584e82cef38c3749ada0bb3959485,798,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,60000000
74992482,0x6c5b36f4ef79f37043f8296b542d5fdffcc19b9a1ffb24e38a576c946366e419,572,0x06ecb7e739f5455922ce57e83284f132c7f0f845,0x1583134e9d1f9149b4f843dd8e69a8ebb324f30c2061a53609975f22513ae300,1,8110000000
74992500,0x0b41c1efbcd503f8a5c5095a2ae70ecc16cfbe9223ca812c863bca32caadf1bc,367,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xdd04589f3f48ac08dc54b5ade17d97ad255ed2850778c961f0cf8cbb5a908600,127,15550000
74992711,0x6e8a726adf87ef42bdd97a618ec9d573d33a9ee63c2bda6aa1a41bf8281c0829,412,0x51373c6b56e4a38bf97c301efbff840fc8451556,0x7a02abdd212e54db130ebe5bed436ec233a53f332e6d21a4cb8e7db89c6dbe00,1,93772347
74992750,0x88c03f1f48c571709eeebb268e16c11715c09f6a8506dcef7df23e5ca3d9ca29,131,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2021,95050000
74992806,0xc8f4e3dc97da4ccaf7095c1b43d424e028bba065a98a71045086a471d1c0d2e8,615,0x04845c9269382949d7ed8e0ec2cf5f5c219ba23e,0xd2c3fa51f46c7bc9c3c9d6af3228a025d384ebebfa7080d62c425ea885d01600,262144,1000000000
74992852,0x94b6fb48ff1e7007d3182e870610bea516122565d38736c27e3500402a7d69b0,264,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2047,83000000
74992915,0xf16c5599f791c84075b3207b5f53625b578f1697ddec590e12c8b2a3bf6d3dc7,759,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x8a4c9f92403f02c630edddc820246c02eb490a6f0c964ca1d1a23da7f3c10900,31,152020000
74992916,0x552673d4ea93fb60bdafdba66ed2f49c4df6583659b6f487a079ffcf28aa2c37,1220,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0xf97582f8cb131d8b67b30366a55bbb970dfd22a317e38a4af7cfb9cb6532e300,8369599,93970000
74992919,0x49c3fab2d606ca5b7fc189a9f3528a16f3050291c0500ae7981d6931761f56a2,415,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0xc8f80ae8e6e986ec49fb1c7183606ad487f329392b12be77845a7f54d0879200,549755813887,69470000
74992941,0x4ce7ef5f11873767046185d3a63a4aa68f16d7aa634020fc0073dc841b7a7f39,533,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x9447fbfbd7505235a2799839cad058d3b2e89158a88d79a765b3d259140b5900,15,58980000
74992942,0xfcb3a8352d3aca7b1c41f879637097e8644d96360b9b514bd6bec0cebcbb8697,423,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0xc5ede3bf64df10faf7643d53bab923d6b25735cfa357079079a1e97c79268e00,31,53980000
74992945,0x5e844fa88e1ae697d03fecb15228c451af9a3b3b6d93deddcbc7c69a8c28e5f7,606,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x7971728ccf4866d610621f7b8af18b78c1649e6f2c28ce2073d54af61be42600,1073741823,39810000
74992946,0x9a57eaeb6212b2f29b06b13cddfbdc81f4cc3c8bc6aa898d01eca967292e5a35,552,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x9d873a0f1e40eafeaa91d6e64ded055956d66aee91d9a7c3203a28509f876c00,63,34990000
74992950,0xd1df298c2dfe4c1afc71db13f847e0db543c4095ae93263f95acbdb66d8481f9,611,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,223,39990000
74992950,0x167b4e52dbd276547ba7e3cf970e1de72b1f29f361fc7da533ef0ab162173a39,656,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x100c46bb01df8089858dda6cbcb7e3e0a5b846710792e3240996458e44976400,31,39990000
74992984,0x26420a6c1d98faa1b09e6f3b14397a51cb7902361f4dbdc08e3b2ab9b6a00765,524,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0xf8e0f89ac67ba7badc54c6eadba5df2b9483277674dd040d067e92ed20012400,63,39990000
74992985,0xa053ca8938ab5dedf397aa86f403783329fbd5da4bbdad839bac5ffbe1569684,488,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0xf02dd6ae1e8956780d0913a14c75b10e3b0193eddc165dc296c760a380a98500,23,39990000
74992988,0x1501b0ec11ad5b88a393b061b4671e71e8ce359b61b4d386637446e1bb274a5a,639,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x818119ebb99f0afd13c25b6704ef0e8e78d1fdf051be28f58ae9ef2f51cde200,409343,39990000
74992991,0x195f3385d97726ad544ac1d364af4be09a3f2943582dce77480bd057c00769c1,339,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x02b6eb3c6258b7c9fd6461d480428febe76e1e31a5bcff4fbecd309bd177b800,7,39990000
74992992,0xb64b0783b349895d46078fa31f377d88c11d02a26c902dbcee70ddd1631eca46,1068,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xa5e70ee6c9d6afd5f88c1c8281a64d659233bf4588785142e5ae07e1dd970600,15,152870000
74992999,0x0268c1aa23a8c303ae28984a10b1756fd56afa40163a0d176aedca5f75334ce3,525,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x11e9a09023ace3097de216497c6fc01a57a57d63df7370543f288b40251dda00,1040187263,17720000
74992999,0x9486f78ecf5f613832ed7420214b3294f125c0682a770d482c0f7fb06b79a8c7,584,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0xdd04589f3f48ac08dc54b5ade17d97ad255ed2850778c961f0cf8cbb5a908600,127,31330000
74993009,0xc179ae2b045de8c12e6a5017dce57f9401531f66cef49e04032771ed767348a1,361,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,200000000
74993019,0xf1edc03ad45079cee79f6380ba0c52f092669c61fc7fa2941a249bafa7f64f20,380,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x40a82019d6137f329d0c0c994a3588b6439e98a1b4ff69ba9c9b1a83db2b9000,15,38020000
74993023,0xf96e63ee73a34b6ee59cd331c575af455d76446353b2e50e970144ea91b9c3b4,648,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x0988e77ed51d8e78f5a210eeb5b18cdb04fe71132ebda6d4217229b0a1742a00,127,8830000
74993026,0xea8cfc112feabe79ba95d87bdcc5a849b8ae4f21c962aded50e04a1f79c8665b,598,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0xa69729ae3d9838ec5754e0f74bf57dedd5ddbecd9e31b15a04f48f081168ba00,235,19980000
74993031,0xe6421bdd3c8cfc33f65a8b54d94f5a6146056e7f552eb7735c6c93d841db5f37,370,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x7224809d383ae72bc56099e3259c59b514fa22f1381de93c939ab11b0ad2f300,63,8390000
74993038,0x8a8c55ca5254266a0dbb90c36df1a3c6d7d2d6ce09b56dac949de746af94f851,613,0x1d8c256b15d3cd1f5db221e70c77f552eb8d757a,0x437bec8e76b0228ad4e561f9d50d6ad1d72ee6c281f24c0df9eacaf01dbaca00,31,12030000
74993121,0xa86d183bbe396b15aed6f291b7dde689b45fa1651385b59a6f6d0cb7b1633122,442,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,0xc5ede3bf64df10faf7643d53bab923d6b25735cfa357079079a1e97c79268e00,16,647000000
74993375,0x89eee67ae1e1c42c9687782bfc9cf15ca163b555fec46027318d2a41f837f4aa,668,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2047,83000000
74993390,0xd12acb61c37fde40c5073f111c5082e9f3d8132eec5dc90a38bfddbd48dcdb01,452,0xd218e474776403a330142299f7796e8ba32eb5c9,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2047,400000000
74993392,0x59f6774be078beb35546b17abf55e2d9759494515c811564417b6701078b80fc,1098,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2047,103390000
74993398,0xbd9e325f2a58de71362f332ca6223011b4bf980b75f181eaf6422a50250d6781,980,0x2a315a8d15cfde768bcd47ba5cacf3ef5894f2f0,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,159,40000000
74993445,0x663d65c2a24bce7020456fbe68ddba889041219ff10851a0b67ba12477fb98c3,836,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x40a82019d6137f329d0c0c994a3588b6439e98a1b4ff69ba9c9b1a83db2b9000,11,277000000
74993447,0x5f4ca2cc8043a16f1dacd8e0167ee6723525a8128efa15b40d5af7c84221977e,977,0xb48b9192dc52eed724fa58c66fa8926d06a3648e,0x40a82019d6137f329d0c0c994a3588b6439e98a1b4ff69ba9c9b1a83db2b9000,15,470670000
74993646,0x97220107130944675402b6aa1c8871d793dea3dc1455f3784ebcea3cd2a06ea0,512,0x51373c6b56e4a38bf97c301efbff840fc8451556,0x7a02abdd212e54db130ebe5bed436ec233a53f332e6d21a4cb8e7db89c6dbe00,1,70194386
74993687,0xe98d66b43c6024a85914619f9f9d00c7840856676262b91f1d5bd23a42ea6c7d,514,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x89c17860246d75b833836f5ef923d9599ee16932b593bee05a9b175d4c1e5200,4095,37000000
74993709,0xc8f7ca83f068cdf2aa0dfd00ec5deb2e3621d727f97e17d49a0173263db92718,908,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xd7cc761f43b15e68a90ea5320496b74bb3cb379e18afe4ebeae0e330df936200,1023,92000000
74993733,0x8dfcdf39efb167a019bd21ff299182d52218f383e8d695b6b1aad0241ffd1341,481,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xa5e70ee6c9d6afd5f88c1c8281a64d659233bf4588785142e5ae07e1dd970600,15,277000000
74993756,0x2328c8ac267f33eb8004a0d2bce75ffce0ff3f992370118bea331ff4e03eeea3,445,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x85d7c9f6da343d5a539c59944f98ba6876fb01c699e4c788ab8c7454f51d1c00,15,44440000
74993761,0x92374f70745d3c8151551eaae36ff80eb962d7d7cd9c2235dc0a9cac0d66095a,450,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xac59a30c1eb00658ffab6102c8053d4bf1ee367fa375e1859b9fffa39279d900,2047,166000000
74993774,0xce59dba25e6540ac37e921d396e44898377b1cfc25bb38ec7494ae23587d7ac2,766,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x7224809d383ae72bc56099e3259c59b514fa22f1381de93c939ab11b0ad2f300,63,41000000
